,row 1,row 2,row 3,row 4,row 5,row 6,row 7,row 8,row 9,row 10,row 11,row 12,row 13,row 14,row 15,row 16,row 17,row 18,row 19,row 20
bin,[0],"[0, 1]","[0, 1, 2]","[0, 1, 2, 3]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
bin_width,[1000],"[501, 499]","[501, 434, 65]","[298, 203, 434, 65]","[298, 203, 434, 48, 17]","[298, 203, 284, 150, 48, 17]","[298, 203, 284, 106, 43, 48, 17]","[298, 106, 97, 284, 106, 43, 48, 17]","[298, 106, 97, 78, 206, 106, 43, 48, 17]","[100, 198, 106, 97, 78, 206, 106, 43, 48, 17]","[100, 198, 106, 97, 78, 206, 106, 43, 48, 4, 13]","[100, 63, 53, 82, 41, 33, 32, 45, 52, 78, 77, 129, 32, 75, 21, 23, 15, 17, 16, 4, 13]","[100, 63, 53, 82, 22, 19, 33, 32, 45, 17, 35, 22, 56, 42, 34, 53, 76, 32, 10, 65, 14, 7, 5, 17, 8, 7, 17, 7, 9, 4, 13]","[52, 48, 15, 48, 53, 33, 49, 22, 19, 33, 3, 30, 18, 27, 17, 20, 15, 22, 56, 42, 34, 53, 28, 48, 32, 10, 30, 35, 14, 7, 5, 8, 9, 8, 7, 17, 7, 9, 4, 10, 3]","[52, 48, 15, 48, 12, 41, 33, 49, 22, 19, 19, 14, 3, 30, 10, 8, 9, 17, 7, 11, 20, 15, 22, 36, 20, 42, 11, 23, 53, 28, 48, 26, 6, 10, 30, 35, 14, 4, 2, 5, 8, 9, 8, 5, 2, 17, 7, 9, 4, 10, 3]","[52, 48, 15, 16, 32, 12, 41, 33, 24, 25, 22, 5, 14, 19, 14, 3, 8, 22, 10, 8, 9, 17, 7, 11, 20, 4, 10, 22, 36, 20, 42, 11, 23, 26, 26, 28, 48, 26, 6, 10, 30, 13, 22, 12, 2, 4, 2, 5, 8, 9, 4, 4, 5, 2, 7, 10, 7, 9, 4, 10, 3]","[52, 48, 15, 16, 32, 12, 41, 33, 24, 25, 8, 13, 5, 10, 4, 19, 7, 7, 3, 8, 22, 10, 8, 9, 17, 7, 11, 15, 5, 4, 10, 11, 11, 36, 10, 10, 29, 5, 8, 11, 23, 26, 26, 28, 23, 25, 26, 6, 10, 30, 13, 22, 12, 2, 4, 2, 2, 3, 8, 9, 4, 4, 5, 2, 7, 10, 7, 9, 4, 10, 3]","[52, 15, 33, 15, 16, 32, 12, 13, 28, 33, 24, 25, 8, 13, 5, 10, 4, 7, 12, 7, 7, 3, 8, 22, 10, 8, 9, 17, 7, 6, 5, 15, 5, 4, 10, 11, 11, 16, 20, 10, 10, 29, 5, 8, 11, 23, 26, 10, 16, 6, 23, 23, 25, 26, 6, 10, 30, 13, 9, 12, 12, 2, 4, 2, 2, 3, 8, 4, 6, 4, 4, 5, 2, 7, 5, 5, 7, 9, 4, 10, 3]","[23, 29, 15, 19, 14, 15, 16, 9, 24, 12, 13, 28, 33, 24, 25, 8, 6, 8, 5, 10, 4, 7, 12, 7, 7, 3, 8, 6, 16, 10, 8, 9, 12, 6, 7, 6, 5, 15, 5, 4, 5, 5, 11, 11, 16, 20, 10, 10, 29, 5, 8, 11, 23, 26, 10, 16, 6, 23, 23, 25, 8, 18, 1, 5, 10, 30, 13, 9, 12, 12, 2, 4, 2, 0, 2, 3, 8, 4, 6, 4, 4, 5, 2, 7, 5, 5, 7, 9, 4, 10, 3]","[23, 29, 15, 19, 14, 15, 16, 9, 24, 12, 13, 28, 13, 20, 11, 12, 12, 14, 8, 6, 3, 4, 5, 10, 4, 7, 12, 7, 7, 3, 8, 6, 6, 10, 10, 4, 4, 9, 12, 2, 4, 7, 6, 5, 15, 5, 4, 5, 5, 11, 11, 16, 8, 12, 10, 10, 29, 5, 8, 11, 8, 15, 26, 10, 16, 6, 23, 23, 25, 8, 18, 1, 5, 10, 30, 7, 7, 9, 12, 12, 2, 4, 2, 0, 2, 3, 8, 4, 6, 4, 4, 5, 2, 7, 5, 5, 7, 9, 4, 10, 3]"
cum_bin_width,[0],"[0, 501]","[0, 501, 935]","[0, 298, 501, 935]","[0, 298, 501, 935, 983]","[0, 298, 501, 785, 935, 983]","[0, 298, 501, 785, 891, 934, 982]","[0, 298, 404, 501, 785, 891, 934, 982]","[0, 298, 404, 501, 579, 785, 891, 934, 982]","[0, 100, 298, 404, 501, 579, 785, 891, 934, 982]","[0, 100, 298, 404, 501, 579, 785, 891, 934, 982, 986]","[0, 100, 163, 216, 298, 339, 372, 404, 449, 501, 579, 656, 785, 817, 892, 913, 936, 951, 968, 984, 988]","[0, 100, 163, 216, 298, 320, 339, 372, 404, 449, 466, 501, 523, 579, 621, 655, 708, 784, 816, 826, 891, 905, 912, 917, 934, 942, 949, 966, 973, 982, 986]","[0, 52, 100, 115, 163, 216, 249, 298, 320, 339, 372, 375, 405, 423, 450, 467, 487, 502, 524, 580, 622, 656, 709, 737, 785, 817, 827, 857, 892, 906, 913, 918, 926, 935, 943, 950, 967, 974, 983, 987, 997]","[0, 52, 100, 115, 163, 175, 216, 249, 298, 320, 339, 358, 372, 375, 405, 415, 423, 432, 449, 456, 467, 487, 502, 524, 560, 580, 622, 633, 656, 709, 737, 785, 811, 817, 827, 857, 892, 906, 910, 912, 917, 925, 934, 942, 947, 949, 966, 973, 982, 986, 996]","[0, 52, 100, 115, 131, 163, 175, 216, 249, 273, 298, 320, 325, 339, 358, 372, 375, 383, 405, 415, 423, 432, 449, 456, 467, 487, 491, 501, 523, 559, 579, 621, 632, 655, 681, 707, 735, 783, 809, 815, 825, 855, 868, 890, 902, 904, 908, 910, 915, 923, 932, 936, 940, 945, 947, 954, 964, 971, 980, 984, 994]","[0, 52, 100, 115, 131, 163, 175, 216, 249, 273, 298, 306, 319, 324, 334, 338, 357, 364, 371, 374, 382, 404, 414, 422, 431, 448, 455, 466, 481, 486, 490, 500, 511, 522, 558, 568, 578, 607, 612, 620, 631, 654, 680, 706, 734, 757, 782, 808, 814, 824, 854, 867, 889, 901, 903, 907, 909, 911, 914, 922, 931, 935, 939, 944, 946, 953, 963, 970, 979, 983, 993]","[0, 52, 67, 100, 115, 131, 163, 175, 188, 216, 249, 273, 298, 306, 319, 324, 334, 338, 345, 357, 364, 371, 374, 382, 404, 414, 422, 431, 448, 455, 461, 466, 481, 486, 490, 500, 511, 522, 538, 558, 568, 578, 607, 612, 620, 631, 654, 680, 690, 706, 712, 735, 758, 783, 809, 815, 825, 855, 868, 877, 889, 901, 903, 907, 909, 911, 914, 922, 926, 932, 936, 940, 945, 947, 954, 959, 964, 971, 980, 984, 994]","[0, 23, 52, 67, 86, 100, 115, 131, 140, 164, 176, 189, 217, 250, 274, 299, 307, 313, 321, 326, 336, 340, 347, 359, 366, 373, 376, 384, 390, 406, 416, 424, 433, 445, 451, 458, 464, 469, 484, 489, 493, 498, 503, 514, 525, 541, 561, 571, 581, 610, 615, 623, 634, 657, 683, 693, 709, 715, 738, 761, 786, 794, 812, 813, 818, 828, 858, 871, 880, 892, 904, 906, 910, 912, 912, 914, 917, 925, 929, 935, 939, 943, 948, 950, 957, 962, 967, 974, 983, 987, 997]","[0, 23, 52, 67, 86, 100, 115, 131, 140, 164, 176, 189, 217, 230, 250, 261, 273, 285, 299, 307, 313, 316, 320, 325, 335, 339, 346, 358, 365, 372, 375, 383, 389, 395, 405, 415, 419, 423, 432, 444, 446, 450, 457, 463, 468, 483, 488, 492, 497, 502, 513, 524, 540, 548, 560, 570, 580, 609, 614, 622, 633, 641, 656, 682, 692, 708, 714, 737, 760, 785, 793, 811, 812, 817, 827, 857, 864, 871, 880, 892, 904, 906, 910, 912, 912, 914, 917, 925, 929, 935, 939, 943, 948, 950, 957, 962, 967, 974, 983, 987, 997]"
ratio_width,[100.0],"[50.09, 49.91]","[50.09, 43.36, 6.54]","[29.76, 20.34, 43.36, 6.54]","[29.76, 20.34, 43.36, 4.8, 1.74]","[29.76, 20.34, 28.39, 14.97, 4.8, 1.74]","[29.76, 20.34, 28.39, 10.64, 4.33, 4.8, 1.74]","[29.76, 10.64, 9.7, 28.39, 10.64, 4.33, 4.8, 1.74]","[29.76, 10.64, 9.7, 7.82, 20.57, 10.64, 4.33, 4.8, 1.74]","[9.98, 19.77, 10.64, 9.7, 7.82, 20.57, 10.64, 4.33, 4.8, 1.74]","[9.98, 19.77, 10.64, 9.7, 7.82, 20.57, 10.64, 4.33, 4.8, 0.42, 1.32]","[9.98, 6.26, 5.32, 8.19, 4.1, 3.3, 3.25, 4.47, 5.23, 7.82, 7.67, 12.9, 3.15, 7.49, 2.07, 2.26, 1.51, 1.69, 1.6, 0.42, 1.32]","[9.98, 6.26, 5.32, 8.19, 2.17, 1.93, 3.3, 3.25, 4.47, 1.74, 3.48, 2.21, 5.6, 4.24, 3.44, 5.27, 7.63, 3.15, 0.99, 6.5, 1.41, 0.66, 0.52, 1.74, 0.8, 0.71, 1.69, 0.71, 0.89, 0.42, 1.32]","[5.18, 4.8, 1.46, 4.8, 5.32, 3.3, 4.9, 2.17, 1.93, 3.3, 0.28, 2.97, 1.79, 2.68, 1.74, 2.02, 1.46, 2.21, 5.6, 4.24, 3.44, 5.27, 2.82, 4.8, 3.15, 0.99, 3.01, 3.48, 1.41, 0.66, 0.52, 0.8, 0.94, 0.8, 0.71, 1.69, 0.71, 0.89, 0.42, 0.99, 0.33]","[5.18, 4.8, 1.46, 4.8, 1.18, 4.14, 3.3, 4.9, 2.17, 1.93, 1.88, 1.41, 0.28, 2.97, 1.04, 0.75, 0.94, 1.74, 0.66, 1.08, 2.02, 1.46, 2.21, 3.58, 2.02, 4.24, 1.13, 2.31, 5.27, 2.82, 4.8, 2.59, 0.56, 0.99, 3.01, 3.48, 1.41, 0.42, 0.24, 0.52, 0.8, 0.94, 0.8, 0.52, 0.19, 1.69, 0.71, 0.89, 0.42, 0.99, 0.33]","[5.18, 4.8, 1.46, 1.55, 3.25, 1.18, 4.14, 3.3, 2.35, 2.54, 2.17, 0.52, 1.41, 1.88, 1.41, 0.28, 0.8, 2.17, 1.04, 0.75, 0.94, 1.74, 0.66, 1.08, 2.02, 0.42, 1.04, 2.21, 3.58, 2.02, 4.24, 1.13, 2.31, 2.64, 2.64, 2.82, 4.8, 2.59, 0.56, 0.99, 3.01, 1.32, 2.17, 1.18, 0.24, 0.42, 0.24, 0.52, 0.8, 0.94, 0.42, 0.38, 0.52, 0.19, 0.66, 1.04, 0.71, 0.89, 0.42, 0.99, 0.33]","[5.18, 4.8, 1.46, 1.55, 3.25, 1.18, 4.14, 3.3, 2.35, 2.54, 0.85, 1.32, 0.52, 1.04, 0.38, 1.88, 0.71, 0.71, 0.28, 0.8, 2.17, 1.04, 0.75, 0.94, 1.74, 0.66, 1.08, 1.51, 0.52, 0.42, 1.04, 1.08, 1.13, 3.58, 1.04, 0.99, 2.92, 0.47, 0.85, 1.13, 2.31, 2.64, 2.64, 2.82, 2.26, 2.54, 2.59, 0.56, 0.99, 3.01, 1.32, 2.17, 1.18, 0.24, 0.42, 0.24, 0.19, 0.33, 0.8, 0.94, 0.42, 0.38, 0.52, 0.19, 0.66, 1.04, 0.71, 0.89, 0.42, 0.99, 0.33]","[5.18, 1.51, 3.3, 1.46, 1.55, 3.25, 1.18, 1.32, 2.82, 3.3, 2.35, 2.54, 0.85, 1.32, 0.52, 1.04, 0.38, 0.66, 1.22, 0.71, 0.71, 0.28, 0.8, 2.17, 1.04, 0.75, 0.94, 1.74, 0.66, 0.56, 0.52, 1.51, 0.52, 0.42, 1.04, 1.08, 1.13, 1.6, 1.98, 1.04, 0.99, 2.92, 0.47, 0.85, 1.13, 2.31, 2.64, 0.99, 1.65, 0.56, 2.26, 2.26, 2.54, 2.59, 0.56, 0.99, 3.01, 1.32, 0.94, 1.22, 1.18, 0.24, 0.42, 0.24, 0.19, 0.33, 0.8, 0.38, 0.56, 0.42, 0.38, 0.52, 0.19, 0.66, 0.52, 0.52, 0.71, 0.89, 0.42, 0.99, 0.33]","[2.26, 2.92, 1.51, 1.88, 1.41, 1.46, 1.55, 0.89, 2.35, 1.18, 1.32, 2.82, 3.3, 2.35, 2.54, 0.85, 0.56, 0.75, 0.52, 1.04, 0.38, 0.66, 1.22, 0.71, 0.71, 0.28, 0.8, 0.56, 1.6, 1.04, 0.75, 0.94, 1.18, 0.56, 0.66, 0.56, 0.52, 1.51, 0.52, 0.42, 0.52, 0.52, 1.08, 1.13, 1.6, 1.98, 1.04, 0.99, 2.92, 0.47, 0.85, 1.13, 2.31, 2.64, 0.99, 1.65, 0.56, 2.26, 2.26, 2.54, 0.8, 1.79, 0.09, 0.47, 0.99, 3.01, 1.32, 0.94, 1.22, 1.18, 0.24, 0.42, 0.19, 0.05, 0.19, 0.33, 0.8, 0.38, 0.56, 0.42, 0.38, 0.52, 0.19, 0.66, 0.52, 0.52, 0.71, 0.89, 0.42, 0.99, 0.33]","[2.26, 2.92, 1.51, 1.88, 1.41, 1.46, 1.55, 0.89, 2.35, 1.18, 1.32, 2.82, 1.32, 1.98, 1.13, 1.22, 1.18, 1.37, 0.85, 0.56, 0.33, 0.42, 0.52, 1.04, 0.38, 0.66, 1.22, 0.71, 0.71, 0.28, 0.8, 0.56, 0.56, 1.04, 1.04, 0.38, 0.38, 0.94, 1.18, 0.19, 0.38, 0.66, 0.56, 0.52, 1.51, 0.52, 0.42, 0.52, 0.52, 1.08, 1.13, 1.6, 0.75, 1.22, 1.04, 0.99, 2.92, 0.47, 0.85, 1.13, 0.8, 1.51, 2.64, 0.99, 1.65, 0.56, 2.26, 2.26, 2.54, 0.8, 1.79, 0.09, 0.47, 0.99, 3.01, 0.66, 0.66, 0.94, 1.22, 1.18, 0.24, 0.42, 0.19, 0.05, 0.19, 0.33, 0.8, 0.38, 0.56, 0.42, 0.38, 0.52, 0.19, 0.66, 0.52, 0.52, 0.71, 0.89, 0.42, 0.99, 0.33]"
