,row 1,row 2,row 3,row 4,row 5,row 6,row 7,row 8,row 9,row 10,row 11,row 12,row 13,row 14,row 15,row 16,row 17,row 18,row 19,row 20
bin,[0],"[0, 1]","[0, 1, 2]","[0, 1, 2, 3]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
bin_width,[1000],"[682, 318]","[682, 21, 298]","[682, 21, 142, 155]","[224, 458, 21, 142, 155]","[224, 458, 21, 142, 87, 68]","[224, 458, 8, 13, 142, 87, 68]","[224, 458, 8, 13, 81, 62, 87, 68]","[224, 458, 8, 13, 81, 62, 87, 3, 65]","[224, 458, 8, 13, 81, 62, 87, 3, 15, 50]","[224, 142, 316, 8, 13, 81, 62, 87, 3, 15, 50]","[104, 14, 16, 90, 142, 97, 67, 39, 113, 8, 6, 7, 81, 5, 56, 38, 50, 3, 15, 16, 34]","[104, 14, 16, 23, 67, 34, 108, 97, 67, 39, 52, 61, 8, 6, 7, 27, 54, 2, 3, 28, 28, 8, 30, 12, 27, 11, 3, 15, 16, 7, 27]","[38, 66, 14, 16, 23, 67, 34, 108, 48, 49, 44, 23, 39, 52, 61, 8, 6, 7, 27, 23, 30, 2, 3, 28, 12, 16, 8, 10, 20, 12, 27, 11, 1, 2, 3, 12, 9, 7, 7, 15, 12]","[38, 66, 14, 16, 23, 34, 32, 34, 37, 71, 48, 49, 44, 23, 39, 52, 31, 30, 4, 4, 6, 7, 8, 19, 23, 5, 25, 2, 3, 8, 20, 12, 16, 8, 10, 20, 12, 15, 12, 4, 7, 1, 2, 3, 12, 9, 7, 6, 1, 15, 12]","[38, 66, 1, 13, 16, 23, 34, 32, 34, 37, 21, 50, 48, 49, 44, 13, 10, 8, 32, 10, 42, 31, 30, 4, 4, 6, 7, 8, 19, 17, 7, 5, 25, 2, 3, 8, 20, 12, 10, 6, 8, 10, 13, 7, 12, 15, 12, 4, 1, 5, 1, 2, 3, 12, 9, 2, 5, 6, 1, 15, 12]","[11, 27, 41, 24, 1, 13, 16, 23, 34, 14, 19, 34, 37, 21, 23, 27, 48, 49, 44, 13, 10, 8, 32, 10, 7, 35, 31, 30, 4, 4, 6, 4, 3, 8, 9, 10, 17, 5, 2, 5, 25, 2, 3, 8, 20, 12, 10, 6, 8, 10, 13, 7, 6, 6, 15, 12, 4, 1, 5, 1, 2, 3, 8, 4, 9, 2, 5, 6, 1, 15, 12]","[11, 27, 41, 22, 3, 1, 13, 16, 10, 13, 34, 14, 19, 34, 37, 21, 23, 27, 48, 49, 44, 13, 10, 8, 7, 25, 10, 7, 35, 31, 7, 23, 4, 4, 6, 4, 3, 8, 9, 10, 17, 5, 2, 5, 25, 2, 3, 8, 20, 9, 3, 10, 6, 5, 3, 10, 13, 7, 6, 6, 15, 12, 4, 1, 5, 1, 2, 2, 1, 8, 4, 9, 2, 3, 2, 6, 1, 7, 8, 6, 7]","[11, 27, 41, 22, 3, 1, 13, 7, 9, 10, 13, 34, 14, 19, 2, 32, 37, 8, 13, 23, 27, 11, 37, 21, 28, 44, 13, 10, 8, 7, 25, 10, 7, 21, 14, 9, 22, 7, 23, 4, 4, 6, 4, 3, 8, 9, 10, 17, 5, 2, 5, 9, 16, 2, 3, 8, 9, 11, 9, 3, 10, 6, 5, 3, 10, 13, 7, 6, 2, 4, 15, 12, 4, 1, 5, 1, 2, 2, 1, 8, 4, 9, 2, 3, 2, 6, 1, 7, 8, 6, 7]","[11, 11, 16, 16, 26, 22, 3, 1, 13, 7, 9, 10, 13, 34, 14, 19, 2, 32, 21, 16, 8, 13, 23, 27, 11, 17, 20, 21, 28, 25, 18, 13, 10, 8, 7, 8, 17, 10, 7, 21, 14, 9, 22, 7, 23, 4, 4, 6, 4, 3, 8, 9, 10, 17, 5, 2, 5, 9, 8, 8, 2, 3, 8, 9, 11, 9, 3, 10, 6, 5, 3, 10, 13, 7, 2, 3, 2, 4, 15, 3, 9, 4, 1, 5, 1, 2, 2, 1, 8, 4, 5, 4, 2, 3, 2, 6, 1, 7, 8, 6, 7]"
cum_bin_width,[0],"[0, 682]","[0, 682, 703]","[0, 682, 703, 845]","[0, 224, 682, 703, 845]","[0, 224, 682, 703, 845, 932]","[0, 224, 682, 690, 703, 845, 932]","[0, 224, 682, 690, 703, 784, 846, 933]","[0, 224, 682, 690, 703, 784, 846, 933, 936]","[0, 224, 682, 690, 703, 784, 846, 933, 936, 951]","[0, 224, 366, 682, 690, 703, 784, 846, 933, 936, 951]","[0, 104, 118, 134, 224, 366, 463, 530, 569, 682, 690, 696, 703, 784, 789, 845, 883, 933, 936, 951, 967]","[0, 104, 118, 134, 157, 224, 258, 366, 463, 530, 569, 621, 682, 690, 696, 703, 730, 784, 786, 789, 817, 845, 853, 883, 895, 922, 933, 936, 951, 967, 974]","[0, 38, 104, 118, 134, 157, 224, 258, 366, 414, 463, 507, 530, 569, 621, 682, 690, 696, 703, 730, 753, 783, 785, 788, 816, 828, 844, 852, 862, 882, 894, 921, 932, 933, 935, 938, 950, 959, 966, 973, 988]","[0, 38, 104, 118, 134, 157, 191, 223, 257, 294, 365, 413, 462, 506, 529, 568, 620, 651, 681, 685, 689, 695, 702, 710, 729, 752, 757, 782, 784, 787, 795, 815, 827, 843, 851, 861, 881, 893, 908, 920, 924, 931, 932, 934, 937, 949, 958, 965, 971, 972, 987]","[0, 38, 104, 105, 118, 134, 157, 191, 223, 257, 294, 315, 365, 413, 462, 506, 519, 529, 537, 569, 579, 621, 652, 682, 686, 690, 696, 703, 711, 730, 747, 754, 759, 784, 786, 789, 797, 817, 829, 839, 845, 853, 863, 876, 883, 895, 910, 922, 926, 927, 932, 933, 935, 938, 950, 959, 961, 966, 972, 973, 988]","[0, 11, 38, 79, 103, 104, 117, 133, 156, 190, 204, 223, 257, 294, 315, 338, 365, 413, 462, 506, 519, 529, 537, 569, 579, 586, 621, 652, 682, 686, 690, 696, 700, 703, 711, 720, 730, 747, 752, 754, 759, 784, 786, 789, 797, 817, 829, 839, 845, 853, 863, 876, 883, 889, 895, 910, 922, 926, 927, 932, 933, 935, 938, 946, 950, 959, 961, 966, 972, 973, 988]","[0, 11, 38, 79, 101, 104, 105, 118, 134, 144, 157, 191, 205, 224, 258, 295, 316, 339, 366, 414, 463, 507, 520, 530, 538, 545, 570, 580, 587, 622, 653, 660, 683, 687, 691, 697, 701, 704, 712, 721, 731, 748, 753, 755, 760, 785, 787, 790, 798, 818, 827, 830, 840, 846, 851, 854, 864, 877, 884, 890, 896, 911, 923, 927, 928, 933, 934, 936, 938, 939, 947, 951, 960, 962, 965, 967, 973, 974, 981, 989, 995]","[0, 11, 38, 79, 101, 104, 105, 118, 125, 134, 144, 157, 191, 205, 224, 226, 258, 295, 303, 316, 339, 366, 377, 414, 435, 463, 507, 520, 530, 538, 545, 570, 580, 587, 608, 622, 631, 653, 660, 683, 687, 691, 697, 701, 704, 712, 721, 731, 748, 753, 755, 760, 769, 785, 787, 790, 798, 807, 818, 827, 830, 840, 846, 851, 854, 864, 877, 884, 890, 892, 896, 911, 923, 927, 928, 933, 934, 936, 938, 939, 947, 951, 960, 962, 965, 967, 973, 974, 981, 989, 995]","[0, 11, 22, 38, 54, 80, 102, 105, 106, 119, 126, 135, 145, 158, 192, 206, 225, 227, 259, 280, 296, 304, 317, 340, 367, 378, 395, 415, 436, 464, 489, 507, 520, 530, 538, 545, 553, 570, 580, 587, 608, 622, 631, 653, 660, 683, 687, 691, 697, 701, 704, 712, 721, 731, 748, 753, 755, 760, 769, 777, 785, 787, 790, 798, 807, 818, 827, 830, 840, 846, 851, 854, 864, 877, 884, 886, 889, 891, 895, 910, 913, 922, 926, 927, 932, 933, 935, 937, 938, 946, 950, 955, 959, 961, 964, 966, 972, 973, 980, 988, 994]"
ratio_width,[100.0],"[68.15, 31.85]","[68.15, 2.07, 29.78]","[68.15, 2.07, 14.23, 15.55]","[22.36, 45.8, 2.07, 14.23, 15.55]","[22.36, 45.8, 2.07, 14.23, 8.74, 6.81]","[22.36, 45.8, 0.8, 1.27, 14.23, 8.74, 6.81]","[22.36, 45.8, 0.8, 1.27, 8.08, 6.15, 8.74, 6.81]","[22.36, 45.8, 0.8, 1.27, 8.08, 6.15, 8.74, 0.33, 6.48]","[22.36, 45.8, 0.8, 1.27, 8.08, 6.15, 8.74, 0.33, 1.5, 4.98]","[22.36, 14.23, 31.56, 0.8, 1.27, 8.08, 6.15, 8.74, 0.33, 1.5, 4.98]","[10.38, 1.41, 1.6, 8.97, 14.23, 9.68, 6.67, 3.95, 11.27, 0.8, 0.61, 0.66, 8.08, 0.52, 5.64, 3.76, 4.98, 0.33, 1.5, 1.6, 3.38]","[10.38, 1.41, 1.6, 2.3, 6.67, 3.43, 10.8, 9.68, 6.67, 3.95, 5.17, 6.11, 0.8, 0.61, 0.66, 2.72, 5.35, 0.19, 0.33, 2.82, 2.82, 0.8, 2.96, 1.17, 2.72, 1.08, 0.33, 1.5, 1.6, 0.7, 2.68]","[3.8, 6.58, 1.41, 1.6, 2.3, 6.67, 3.43, 10.8, 4.79, 4.88, 4.37, 2.3, 3.95, 5.17, 6.11, 0.8, 0.61, 0.66, 2.72, 2.35, 3.01, 0.19, 0.33, 2.82, 1.22, 1.6, 0.8, 0.99, 1.97, 1.17, 2.72, 1.08, 0.14, 0.19, 0.33, 1.17, 0.89, 0.7, 0.7, 1.46, 1.22]","[3.8, 6.58, 1.41, 1.6, 2.3, 3.43, 3.24, 3.43, 3.66, 7.14, 4.79, 4.88, 4.37, 2.3, 3.95, 5.17, 3.15, 2.96, 0.38, 0.42, 0.61, 0.66, 0.8, 1.93, 2.35, 0.52, 2.49, 0.19, 0.33, 0.85, 1.97, 1.22, 1.6, 0.8, 0.99, 1.97, 1.17, 1.5, 1.22, 0.42, 0.66, 0.14, 0.19, 0.33, 1.17, 0.89, 0.7, 0.56, 0.14, 1.46, 1.22]","[3.8, 6.58, 0.14, 1.27, 1.6, 2.3, 3.43, 3.24, 3.43, 3.66, 2.11, 5.03, 4.79, 4.88, 4.37, 1.27, 1.03, 0.75, 3.19, 0.99, 4.18, 3.15, 2.96, 0.38, 0.42, 0.61, 0.66, 0.8, 1.93, 1.69, 0.66, 0.52, 2.49, 0.19, 0.33, 0.85, 1.97, 1.22, 0.99, 0.61, 0.8, 0.99, 1.27, 0.7, 1.17, 1.5, 1.22, 0.42, 0.14, 0.52, 0.14, 0.19, 0.33, 1.17, 0.89, 0.23, 0.47, 0.56, 0.14, 1.46, 1.22]","[1.13, 2.68, 4.13, 2.44, 0.14, 1.27, 1.6, 2.3, 3.43, 1.36, 1.88, 3.43, 3.66, 2.11, 2.3, 2.72, 4.79, 4.88, 4.37, 1.27, 1.03, 0.75, 3.19, 0.99, 0.66, 3.52, 3.15, 2.96, 0.38, 0.42, 0.61, 0.38, 0.28, 0.8, 0.89, 1.03, 1.69, 0.47, 0.19, 0.52, 2.49, 0.19, 0.33, 0.85, 1.97, 1.22, 0.99, 0.61, 0.8, 0.99, 1.27, 0.7, 0.56, 0.61, 1.5, 1.22, 0.42, 0.14, 0.52, 0.14, 0.19, 0.33, 0.8, 0.38, 0.89, 0.23, 0.47, 0.56, 0.14, 1.46, 1.22]","[1.13, 2.68, 4.13, 2.16, 0.28, 0.14, 1.27, 1.6, 0.99, 1.32, 3.43, 1.36, 1.88, 3.43, 3.66, 2.11, 2.3, 2.72, 4.79, 4.88, 4.37, 1.27, 1.03, 0.75, 0.66, 2.54, 0.99, 0.66, 3.52, 3.15, 0.66, 2.3, 0.38, 0.42, 0.61, 0.38, 0.28, 0.8, 0.89, 1.03, 1.69, 0.47, 0.19, 0.52, 2.49, 0.19, 0.33, 0.85, 1.97, 0.94, 0.28, 0.99, 0.61, 0.52, 0.28, 0.99, 1.27, 0.7, 0.56, 0.61, 1.5, 1.22, 0.42, 0.14, 0.52, 0.14, 0.19, 0.19, 0.14, 0.8, 0.38, 0.89, 0.23, 0.28, 0.19, 0.56, 0.14, 0.66, 0.8, 0.56, 0.66]","[1.13, 2.68, 4.13, 2.16, 0.28, 0.14, 1.27, 0.66, 0.94, 0.99, 1.32, 3.43, 1.36, 1.88, 0.23, 3.19, 3.66, 0.8, 1.32, 2.3, 2.72, 1.08, 3.71, 2.07, 2.82, 4.37, 1.27, 1.03, 0.75, 0.66, 2.54, 0.99, 0.66, 2.11, 1.41, 0.94, 2.21, 0.66, 2.3, 0.38, 0.42, 0.61, 0.38, 0.28, 0.8, 0.89, 1.03, 1.69, 0.47, 0.19, 0.52, 0.89, 1.6, 0.19, 0.33, 0.85, 0.89, 1.08, 0.94, 0.28, 0.99, 0.61, 0.52, 0.28, 0.99, 1.27, 0.7, 0.56, 0.19, 0.42, 1.5, 1.22, 0.42, 0.14, 0.52, 0.14, 0.19, 0.19, 0.14, 0.8, 0.38, 0.89, 0.23, 0.28, 0.19, 0.56, 0.14, 0.66, 0.8, 0.56, 0.66]","[1.13, 1.08, 1.6, 1.55, 2.58, 2.16, 0.28, 0.14, 1.27, 0.66, 0.94, 0.99, 1.32, 3.43, 1.36, 1.88, 0.23, 3.19, 2.07, 1.6, 0.8, 1.32, 2.3, 2.72, 1.08, 1.69, 2.02, 2.07, 2.82, 2.54, 1.83, 1.27, 1.03, 0.75, 0.66, 0.8, 1.74, 0.99, 0.66, 2.11, 1.41, 0.94, 2.21, 0.66, 2.3, 0.38, 0.42, 0.61, 0.38, 0.28, 0.8, 0.89, 1.03, 1.69, 0.47, 0.19, 0.52, 0.89, 0.75, 0.85, 0.19, 0.33, 0.85, 0.89, 1.08, 0.94, 0.28, 0.99, 0.61, 0.52, 0.28, 0.99, 1.27, 0.7, 0.23, 0.33, 0.19, 0.42, 1.5, 0.33, 0.89, 0.42, 0.14, 0.52, 0.14, 0.19, 0.19, 0.14, 0.8, 0.38, 0.52, 0.38, 0.23, 0.28, 0.19, 0.56, 0.14, 0.66, 0.8, 0.56, 0.66]"
